Who ^whp+who+++=Who
been ^vprf+ben+aux+xvbn+=been
planning ^vbg+++xvbgx+=planning
our ^pp$+pp1+++=our
wedding ^nn++++=wedding.
. ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
hurts ^vbz++++=hurts
a ^rb++++=a
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
okay ^rb+dspt+++=okay.
. ^zz++++=EXTRAWORD
Bye ^rb++++=Bye.
. ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
uh ^uh++++=uh,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
re ^in++++=re
meeting ^xvbg+++xvbg+=meeting
for ^in++++=for
coffee ^nn++++=coffee
like ^in++++=like
two ^cd++++=two
adults ^nns++++=adults.
. ^zz++++=EXTRAWORD
Everybody ^pn++++=Everybody
s ^zz++++=s
happy ^jj++++=happy.
. ^zz++++=EXTRAWORD
Easy ^jj+atrb+++=Easy
peasy ^nn+++??+=peasy.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+vrb++=have
no ^at++++=no
secrets ^nns++++=secrets.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lied ^vbd+++xvbnx+=lied
about ^in++++=about
the ^ati++++=the
cream ^nn++++=cream
cheese ^nn++++=cheese.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ate ^vbd+++xvbnx+=ate
the ^ati++++=the
whole ^jj+atrb+++=whole
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
just ^rb+emph+++=just
change ^vb++++=change
the ^ati++++=the
story ^nn++++=story
to ^in++++=to
the ^ati++++=the
destruction ^nn+nom+++=destruction
of ^in++++=of
our ^pp$+pp1+++=our
galaxy ^nn++++=galaxy,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
super ^jj+atrb+++=super
massive ^jj+atrb+++=massive
black ^jj+atrb+++=black
hole ^nn++++=hole
could ^md+pos+++=could
work ^vb++++=work.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^dt+dem+++=that
s ^zz++++=s
how ^wrb+who+++=how
Mommy ^np+++??+=Mommy
and ^cc++++=and
Daddy ^npt++++=Daddy
met ^vbd+++xvbn+=met.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
Spending ^vbg+++xvbg+=Spending
Valentine ^np++++=Valentine
s ^zz++++=s
Day ^nn++++=Day
with ^in++++=with
Emily ^np+++??+=Emily.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
I ^pp1a+pp1+++=I
m ^zz++++=m
still ^rb++++=still
wondering ^vbg+++xvbg+=wondering
if ^cs+cnd+++=if
Emily ^np+++??+=Emily
and ^cc++++=and
I ^pp1a+pp1+++=I
are ^vb+ber+vrb++=are
right ^jj+pred+++=right
for ^in++++=for
each ^dt++++=each
other ^ap++++=other.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
mean ^vb+vprv+++=mean
the ^ati++++=the
strong ^jj++++=strong,
, ^zz++++=EXTRAWORD
sexy ^nn+++??+=sexy
angel ^nn++++=angel
I ^pp1a+pp1+++=I
can ^md+pos+++=can
t ^zz++++=t
stop ^vb++++=stop
thinking ^nvbg+++xvbg+=thinking
about ^in+strn+++=about?
? ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
can ^md+pos+++=can
say ^vb+vpub+++=say?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
like ^in++++=like
it ^pp3+it+++=it
s ^zz++++=s
easy ^jj++++=easy.
. ^zz++++=EXTRAWORD
Have ^vb+hv+vrb++=Have
any ^dti++++=any
one ^pn++++=one
of ^in++++=of
you ^pp2+pp2+++=you
ever ^rb++++=ever
broken ^vbd+++xvbn+=broken
up ^rb+phrv+++=up
with ^in+ppvb+++=with
anyone ^pn++++=anyone?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
any ^dti++++=any
advice ^nn++++=advice?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
gonna ^md+prd+++0=gonna
do ^vb+do+vrb++=do
a ^at++++=a
pre ^nn+++??+=pre-cry
- ^zz++++=EXTRAWORD
cry ^nn++++=EXTRAWORD
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
go ^vb++++=go
in ^in++++=in
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Really ^rb+emph+++=Really
dry ^jj++++=dry
myself ^ppl+pp1+++=myself
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
right ^nn++++=right,
, ^zz++++=EXTRAWORD
let ^jj+atrb++xvbn+=let
s ^zz++++=s
talk ^nn++++=talk
again ^rb+tm+++=again
in ^in++++=in
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
Claire ^np+++??+=Claire.
. ^zz++++=EXTRAWORD
Hi ^uh++++=Hi.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
Rajesh ^np+++??+=Rajesh.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
wondering ^vbg+++xvbgx+=wondering
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
re ^in++++=re
free ^nn++++=free
for ^in++++=for
Valentine ^np++++=Valentine
s ^zz++++=s
Day ^nn++++=Day?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
broke ^vbd+++xvbn+=broke
up ^rb+phrv+++=up
with ^in+ppvb+++=with
my ^pp$+pp1+++=my
girlfriend ^nn+++??+=girlfriend.
. ^zz++++=EXTRAWORD
Please ^uh++++=Please
take ^vb++++=take
me ^pp1o+pp1+++=me
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
love ^nn++++=love
was ^vbd+bedz+aux++=was
meant ^vpsv++agls+xvbnx+=meant
to ^to+vcmp+++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
gonna ^md+prd+++0=gonna
all ^abn++++=all
alone ^rb++++=alone
on ^in++++=on
Valentine ^np++++=Valentine
s ^zz++++=s
Day ^nn++++=Day.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
wrong ^jj+pred+++=wrong
with ^in++++=with
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
so ^rb++++=so
self ^nn++++=self-destructive?
- ^zz++++=EXTRAWORD
destructive ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
things ^nns++++=things
are ^vb+ber+aux++=are
going ^vbg+++xvbgx+=going
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
find ^vb+vprv+++=find
a ^at++++=a
way ^nn++++=way
to ^to++++=to
ruin ^vbi++++=ruin
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
two ^cd++++=two
look ^nn++++=look
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
really ^rb+emph+++=really
think ^vb+vprv+++=think
so ^ql++++=so?
? ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon
s ^zz++++=s
right ^jj++++=right.
. ^zz++++=EXTRAWORD
Emily ^np+++??+=Emily
did ^vbd+dod+aux++=did
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I
always ^rb++++=always
talk ^nn++++=talk
about ^in++++=about
my ^pp$+pp1+++=my
feelings ^nns+nom+++=feelings
too ^ql++++=too
much ^ap++++=much.
. ^zz++++=EXTRAWORD
Kripke ^np+++??+=Kripke?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
Amy ^np+++??+=Amy,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
and ^cc++++=and
Sheldon ^np++++=Sheldon
split ^vbd+++xvbn+=split
up ^rp++++=up,
, ^zz++++=EXTRAWORD
didn ^nn+++??+=didn
t ^zz++++=t
you ^pp2+pp2+++=you
start ^vb++++=start
dating ^vbg+++xvbg+=dating
someone ^pn++++=someone
right ^rb++++=right
away ^rp+pl+++=away?
? ^zz++++=EXTRAWORD
Before ^in++++=Before
Emily ^np+++??+=Emily,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
alone ^rb++++=alone
for ^in++++=for
so ^ql++++=so
long ^rb++++=long.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+cnj+++=just,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
that ^cs+sub+++=that
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Rich ^jj+atrb+++=Rich
parents ^nns++++=parents,
, ^zz++++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t
forget ^vb+vprv+++=forget,
, ^zz++++=EXTRAWORD
rich ^jj+atrb+++=rich
parents ^nns++++=parents.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
ever ^rb++++=ever
broken ^vbd+++xvbn+=broken
up ^rb+phrv+++=up
with ^in+ppvb+++=with
someone ^pn++++=someone.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+cnj+++=just,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
didn ^nn+++??+=didn
t ^zz++++=t
realize ^vb+vprv+tht0++=realize
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
gonna ^md+prd+++0=gonna
hurt ^vb+++xvbn+=hurt
this ^dt+pdem+++=this
much ^rb++++=much.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry
for ^in++++=for
bothering ^xvbg+++xvbg+=bothering
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
hang ^nn++++=hang
up ^rp++++=up
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
instead ^rb+cnj+++=instead
of ^in++++=of
being ^nn++++=being
in ^in++++=in
the ^ati++++=the
telescope ^nn++++=telescope
room ^nn++++=room,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
busy ^jj++++=busy
making ^jj+++xvbg+=making
you ^pp2+pp2+++=you
guys ^nns++++=guys
home ^nr++++=home
made ^vbd+++xvbn+=made
jam ^vb++++=jam
for ^in++++=for
the ^ati++++=the
holidays ^nns++++=holidays.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
bud ^nn++++=bud.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
s ^zz++++=s
thank ^vb++++=thank
you ^pp2+pp2+++=you
for ^in++++=for
the ^ati++++=the
home ^nr++++=home
made ^vbd+++xvbn+=made
jam ^vb++++=jam
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
in ^rb+phrv+++=in
December ^nr+nom+++=December,
, ^zz++++=EXTRAWORD
congratulations ^nns+nom+++=congratulations,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
re ^in++++=re
the ^ati++++=the
first ^rb++++=first
one ^pn++++=one.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
so ^pn+emph+++=so
amazing ^jj++++=amazing.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
bring ^vb++++=bring
the ^ati++++=the
baby ^nn++++=baby
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
read ^vbd+vprv++xvbnx+=read
that ^tht+vcmp+++=that
in ^in++++=in
Los ^np+++??+=Los
Angeles ^np+++??+=Angeles,
, ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=raising
a ^at++++=a
child ^nn++++=child
through ^rp++++=through
college ^npl++++=college
can ^md+pos+++=can
cost ^vb++++=cost
over ^in++++=over
a ^at++++=a
million ^cd++++=million
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could
ask ^vb++++=ask
Bernadette ^np+nom++??+=Bernadette
for ^in++++=for
a ^at++++=a
raise ^nn++++=raise
in ^in++++=in
your ^pp$+pp2+++=your
allowance ^nn+nom+++=allowance.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wasn ^nn+++??+=wasn
t ^zz++++=t
joking ^vwbg+++xvbg+=joking.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
great ^jj+atrb+++=great
news ^nn++++=news
and ^cc++++=and
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
d ^zz++++=d
like ^vb++++=like
to ^to+vcmp+++=to
propose ^vbi++++=propose
a ^at++++=a
toast ^nn++++=toast
to ^in++++=to
our ^pp$+pp1+++=our
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
Howard ^np++++=Howard,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
um ^uh++++=um,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
big ^jj+atrb+++=big
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
beautiful ^jj+atrb+++=beautiful
soul ^nn++++=soul
Cheers ^nns++++=Cheers.
. ^zz++++=EXTRAWORD
Cheers ^nns++++=Cheers.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
true ^jj++++=true.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
like ^vb++++=like
my ^pp$+pp1+++=my
giant ^jjb+atrb+++=giant
ipad ^nn+++??+=iPad
and ^cc++++=and
my ^pp$+pp1+++=my
little ^ap++++=little
ipad ^nn+++??+=iPad
almost ^rb+hdg+++=almost
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
my ^pp$+pp1+++=my
regular ^jj++++=regular-sized
- ^zz++++=EXTRAWORD
sized ^jj+atrb+++=EXTRAWORD
ipad ^nn+++??+=iPad.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^vb++++=hope
the ^ati++++=the
bathroom ^nn++++=bathroom
is ^vbz+bez+aux++=is
clearly ^rb++splt++=clearly
marked ^vpsv++agls+xvbnx+=marked.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
have ^vb+hv+vrb++=have
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
called ^vbd+++xvbn+=called
Uber ^np+++??+=Uber.
. ^zz++++=EXTRAWORD
Groundbreaking ^np+++??+=Groundbreaking
revelations ^nns+nom+++=revelations,
, ^zz++++=EXTRAWORD
tropical ^jj+atrb+++=tropical
drinks ^nns++++=drinks.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me
this ^dt+dem+++=this
isn ^nn+++??+=isn
t ^zz++++=t
like ^in++++=like
the ^ati++++=the
best ^jjt+atrb+++=best
episode ^nn++++=episode
of ^in++++=of
Sex ^nn++++=Sex
and ^cc++++=and
the ^ati++++=the
City ^nn++++=City.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
a ^at++++=a
good ^jj+atrb+++=good
sign ^nn++++=sign.
. ^zz++++=EXTRAWORD
Even ^cs+sub+++=Even
drunk ^vprf+++xvbn+=drunk,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
s ^zz++++=s
still ^rb+atrb+++=still
smarter ^jjr++++=smarter
than ^in++++=than
all ^abn++++=all
of ^in++++=of
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
ve ^nn+++??+=ve
known ^vbd+vprv++xvbn+=known
you ^pp2+pp2+++=you
re ^in++++=re
gonna ^md+prd+++0=gonna
be ^vb+be+vrb++=be
a ^at++++=a
father ^nn++++=father
for ^in++++=for
less ^rbr++++=less
than ^in++++=than
a ^at++++=a
day ^nn++++=day
and ^cc++++=and
you ^pp2+pp2+++=you
re ^in++++=re
already ^rb++++=already
stepping ^vbg+++xvbg+=stepping
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
movie ^nn++++=movie
s ^zz++++=s
showing ^vwbg+vprv++xvbg+=showing,
, ^zz++++=EXTRAWORD
so ^ql++++=so
you ^pp2+pp2+++=you
re ^in++++=re
going ^nn++++=going.
. ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
care ^vb++++=care
less ^rbr++++=less
about ^in++++=about
the ^ati++++=the
five ^cd++++=five
you ^pp2+pp2+++=you
re ^in++++=re
blowing ^nn++++=blowing.
. ^zz++++=EXTRAWORD
Theatre ^nn++++=Theatre
gets ^vbz++++=gets
dark ^nn++++=dark
just ^rb+emph+++=just
to ^to++++=to
start ^vbi++++=start
the ^ati++++=the
show ^nn++++=show.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
spot ^nn++++=spot
a ^at++++=a
fine ^jj+atrb+++=fine
woman ^nn++++=woman
sitting ^vwbg+++xvbg+=sitting
in ^in++++=in
your ^pp$+pp2+++=your
row ^nn++++=row,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
s ^zz++++=s
dressed ^vbd+++xvbn+=dressed
in ^in++++=in
yellow ^nn++++=yellow,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says
hello ^rb+dspt+++=hello,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
sit ^vb++++=sit
next ^in+cmpx+++=next
to ^in"++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
fine ^jj++++=fine
fellow ^jjb++++=fellow.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
run ^vbd+++xvbn+=run
over ^rb+phrv+++=over
there ^rn+pl+++=there
without ^in++++=without
a ^at++++=a
second ^od++++=second
to ^to++++=to
lose ^vbi++++=lose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
comes ^vbz++++=comes
next ^rb+cnj+++=next,
, ^zz++++=EXTRAWORD
hey ^uh++++=hey,
, ^zz++++=EXTRAWORD
bust ^nn++++=bust
a ^at++++=a
move ^nn++++=move.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
bust ^nn++++=bust
a ^at++++=a
move ^nn++++=move,
, ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
bust ^nn++++=bust
a ^at++++=a
move ^nn++++=move,
, ^zz++++=EXTRAWORD
Ooh ^uh++++=Ooh,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby.
. ^zz++++=EXTRAWORD
Ooh ^uh++++=Ooh,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby,
, ^zz++++=EXTRAWORD
baby ^nn++++=baby.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
s ^zz++++=s
been ^vprf+ben+aux+xvbn+=been
fascinated ^vpsv++agls+xvbnx+=fascinated
with ^in++++=with
dinosaurs ^nns+++??+=dinosaurs
lately ^rb+tm+++=lately.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
we ^pp1a+pp1+++=we
could ^md+pos+++=could
get ^vb++++=get
him ^pp3o+pp3+++=him
a ^at++++=a
fossil ^nn++++=fossil.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
mean ^vb+vprv+++=mean,
, ^zz++++=EXTRAWORD
some ^dti++++=some
guy ^np++++=guy
in ^in++++=in
a ^at++++=a
lame ^jj+atrb+++=lame
suit ^nn++++=suit?
? ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
so ^ql++++=so
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
Adam ^np++++=Adam
West ^np+pl+++=West
like ^in++++=like
on ^in++++=on
the ^ati++++=the
phone ^nn++++=phone?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
Adam ^np++++=Adam
West ^np+pl+++=West
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
favourite ^jjb+atrb+++=favourite
Batman ^nn++++=Batman?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
after ^in++++=after
Michael ^np++++=Michael
Keaton ^np+++??+=Keaton,
, ^zz++++=EXTRAWORD
Christian ^jj+atrb+++=Christian
Bale ^np+++??+=Bale
and ^cc++++=and
Batman ^nn++++=Batman
from ^in++++=from
The ^ati++++=The
Lego ^np+++??+=Lego
Movie ^nn++++=Movie.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
beat ^vbd+++xvbnx+=beat
out ^rp+pl+++=out
George ^np++++=George
Clooney ^np+++??+=Clooney,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
s ^zz++++=s
something ^pn++++=something.
. ^zz++++=EXTRAWORD
Like ^in+strn+++=Like,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
me ^pp1o+pp1+++=me
some ^dti++++=some
Clooney ^np+++??+=Clooney.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
why ^wrb+who+++=why
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
Keaton ^np+++??+=Keaton
s ^zz++++=s
number ^nn++++=number
one ^pn++++=one.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
brought ^vbd+++xvbnx+=brought
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
humour ^nn++++=humour
to ^in++++=to
the ^ati++++=the
role ^nn++++=role.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday!
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say
something ^pn++++=something.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Gandhi ^np+++??+=Gandhi
who ^whp+rel+subj++=who
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
live ^vb++++=live
as ^cs+sub+++=as
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
to ^to++++=to
die ^vbi++++=die
tomorrow ^nr+tm+++=tomorrow.
. ^zz++++=EXTRAWORD
Learn ^vb+vprv+++=Learn
as ^cs+sub+++=as
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
to ^to++++=to
live ^vbi++++=live
forever ^rb++++=forever.
. ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday,
, ^zz++++=EXTRAWORD
dear ^jj+atrb+++=dear
Sheldon ^np++++=Sheldon,
